original_exercise_id;original_exercise_name;suggested_replacement_id;suggested_replacement_name;score;why_selected;why_it_may_be_wrong;duplicate_risk;same_normalized_base_name;same_didactic_pattern;same_technical_pattern;same_muscle_label;same_equipment;needs_manual_review
table_003;Выпады с гантелями, техника выполнения упражнения;prog_14506_175416_3;Выпады со штангой;221;Matched on movement pattern (выпад) and muscle group (ноги ягодицы). Same equipment.;"different_muscle_label; weak_pattern_match; different_equipment";false;false;false;false;false;false;true
table_003;Выпады с гантелями, техника выполнения упражнения;table_032;Выпады со штангой на ягодицы, техника выполнения упражнения;221;Matched on movement pattern (выпад) and muscle group (ноги ягодицы). Same equipment.;different_muscle_label;false;false;true;true;false;true;true
table_003;Выпады с гантелями, техника выполнения упражнения;prog_14506_175414_3;Выпады в кроссовере;191;Matched on movement pattern (выпад) and muscle group (ноги ягодицы). Same equipment.;different_muscle_label;false;false;true;true;false;true;true
table_003;Выпады с гантелями, техника выполнения упражнения;table_029;Выпады в смитте, техника выполнения упражнения;191;Matched on movement pattern (выпад) and muscle group (ноги ягодицы). Same equipment.;different_muscle_label;false;false;true;true;false;true;true
table_003;Выпады с гантелями, техника выполнения упражнения;prog_14519_175721_5;Болгарский присед;186;Matched on movement pattern (выпад) and muscle group (ноги ягодицы). Same equipment.;different_muscle_label;false;false;true;true;false;true;true
table_004;Вертикальная тяга узким хватом, техника выполнения упражнения;prog_14508_175463_2;Вертикальная тяга обратным хватом;291;Matched on movement pattern (вертикальная тяга) and muscle group (спина). Same equipment.;different_muscle_label;false;false;true;true;false;true;true
table_004;Вертикальная тяга узким хватом, техника выполнения упражнения;prog_14506_175419_3;Вертикальная тяга широким хватом;291;Matched on movement pattern (вертикальная тяга) and muscle group (спина). Same equipment.;"different_muscle_label; weak_pattern_match; different_equipment";false;false;false;false;false;false;true
table_004;Вертикальная тяга узким хватом, техника выполнения упражнения;table_127;Вертикальная тяга, техника выполнения упражнения;291;Matched on movement pattern (вертикальная тяга) and muscle group (спина). Same equipment.;;false;false;true;true;true;true;false
table_004;Вертикальная тяга узким хватом, техника выполнения упражнения;prog_14694_179733_2;Подтягивания в гравитроне обратным хватом;291;Matched on movement pattern (вертикальная тяга) and muscle group (спина). Same equipment.;different_muscle_label;false;false;true;true;false;true;true
table_004;Вертикальная тяга узким хватом, техника выполнения упражнения;prog_14506_175413_2;Подтягивания в гравитроне параллельным хватом;291;Matched on movement pattern (вертикальная тяга) and muscle group (спина). Same equipment.;different_muscle_label;false;false;true;true;false;true;true
table_005;Ягодичный мост в смитте, техника выполнения упражнения;prog_14506_175414_4;Ягодичный мост в тренажере;291;Matched on movement pattern (разгибание таза) and muscle group (ягодицы). Same equipment.;;false;false;true;true;true;true;false
table_005;Ягодичный мост в смитте, техника выполнения упражнения;table_116;Ягодичный мост на полу, техника выполнения упражнения;291;Matched on movement pattern (разгибание таза) and muscle group (ягодицы). Same equipment.;;false;false;true;true;true;true;false
table_005;Ягодичный мост в смитте, техника выполнения упражнения;prog_14507_175434_3;Ягодичный мост со штангой;286;Matched on movement pattern (разгибание таза) and muscle group (ягодицы). Same equipment.;;false;false;true;true;true;true;false
table_006;Вертикальная тяга обратным хватом, техника выполнения упражнения;prog_14508_175466_2;Вертикальная тяга узким хватом;291;Matched on movement pattern (вертикальная тяга) and muscle group (спина). Same equipment.;different_muscle_label;false;false;true;true;false;true;true
table_006;Вертикальная тяга обратным хватом, техника выполнения упражнения;prog_14506_175419_3;Вертикальная тяга широким хватом;291;Matched on movement pattern (вертикальная тяга) and muscle group (спина). Same equipment.;"different_muscle_label; weak_pattern_match; different_equipment";false;false;false;false;false;false;true
table_006;Вертикальная тяга обратным хватом, техника выполнения упражнения;table_127;Вертикальная тяга, техника выполнения упражнения;291;Matched on movement pattern (вертикальная тяга) and muscle group (спина). Same equipment.;different_muscle_label;false;false;true;true;false;true;true
table_006;Вертикальная тяга обратным хватом, техника выполнения упражнения;prog_14694_179733_2;Подтягивания в гравитроне обратным хватом;291;Matched on movement pattern (вертикальная тяга) and muscle group (спина). Same equipment.;;false;false;true;true;true;true;false
table_006;Вертикальная тяга обратным хватом, техника выполнения упражнения;prog_14506_175413_2;Подтягивания в гравитроне параллельным хватом;291;Matched on movement pattern (вертикальная тяга) and muscle group (спина). Same equipment.;;false;false;true;true;true;true;false
table_007;Сведение рук в кроссовере, техника выполнения упражнения;prog_14506_175418_2;Бабочка на большие грудные;291;Matched on movement pattern (сведение рук) and muscle group (грудь). Same equipment.;"different_muscle_label; weak_pattern_match; different_equipment";false;false;false;false;false;false;true
table_007;Сведение рук в кроссовере, техника выполнения упражнения;table_114;Бабочка на большие грудные мышцы, техника выполнения упражнения;291;Matched on movement pattern (сведение рук) and muscle group (грудь). Same equipment.;;false;false;true;true;true;true;false
table_007;Сведение рук в кроссовере, техника выполнения упражнения;prog_14500_175273_2;Сведение рук в кроссовере 10 раз;291;Matched on movement pattern (сведение рук) and muscle group (грудь). Same equipment.;duplicate_or_same_base_name;true;true;true;true;true;true;true
table_007;Сведение рук в кроссовере, техника выполнения упражнения;prog_14501_175296_2;Сведение рук в кроссовере на 30* скамье;291;Matched on movement pattern (сведение рук) and muscle group (грудь). Same equipment.;"different_muscle_label; weak_pattern_match; different_equipment";false;false;false;false;false;false;true
table_007;Сведение рук в кроссовере, техника выполнения упражнения;prog_14583_177306_3;Сведение рук в кроссовере на 30* скамье 10 раз;291;Matched on movement pattern (сведение рук) and muscle group (грудь). Same equipment.;"different_muscle_label; weak_pattern_match; different_equipment";false;false;false;false;false;false;true
table_008;Горизонтальная вытяжка в кроссовере, техника выполнения упражнения. (ЛФК для спины);prog_14641_178503_1;Вытяжка в гиперэкстензии;291;Matched on movement pattern (лфк вытяжка) and muscle group (спина лфк спины). Same equipment.;"different_muscle_label; weak_pattern_match; different_equipment";false;false;false;false;false;false;true
table_008;Горизонтальная вытяжка в кроссовере, техника выполнения упражнения. (ЛФК для спины);table_009;Вытяжка в гиперэкстензии, техника выполнения упражнения. (ЛФК для спины);291;Matched on movement pattern (лфк вытяжка) and muscle group (спина лфк спины). Same equipment.;;false;false;true;true;true;true;false
table_008;Горизонтальная вытяжка в кроссовере, техника выполнения упражнения. (ЛФК для спины);prog_14641_178505_2;Горизонтальная вытяжка в кроссовере;291;Matched on movement pattern (лфк вытяжка) and muscle group (спина лфк спины). Same equipment.;"different_muscle_label; weak_pattern_match; different_equipment";false;false;false;false;false;false;true
table_009;Вытяжка в гиперэкстензии, техника выполнения упражнения. (ЛФК для спины);prog_14641_178503_1;Вытяжка в гиперэкстензии;291;Matched on movement pattern (лфк вытяжка) and muscle group (спина лфк спины). Same equipment.;"different_muscle_label; weak_pattern_match; different_equipment";false;false;false;false;false;false;true
table_009;Вытяжка в гиперэкстензии, техника выполнения упражнения. (ЛФК для спины);prog_14641_178505_2;Горизонтальная вытяжка в кроссовере;291;Matched on movement pattern (лфк вытяжка) and muscle group (спина лфк спины). Same equipment.;"different_muscle_label; weak_pattern_match; different_equipment";false;false;false;false;false;false;true
table_009;Вытяжка в гиперэкстензии, техника выполнения упражнения. (ЛФК для спины);table_008;Горизонтальная вытяжка в кроссовере, техника выполнения упражнения. (ЛФК для спины);291;Matched on movement pattern (лфк вытяжка) and muscle group (спина лфк спины). Same equipment.;;false;false;true;true;true;true;false
table_011;Жим в смитте, техника выполнения упражнения;prog_14508_175462_2;Жим гантелей лежа;291;Matched on movement pattern (горизонтальный жим) and muscle group (грудь). Same equipment.;;false;false;true;true;true;true;false
table_011;Жим в смитте, техника выполнения упражнения;prog_14508_175465_1;Жим гантелей лёжа на скамье 30*;291;Matched on movement pattern (горизонтальный жим) and muscle group (грудь). Same equipment.;"different_muscle_label; weak_pattern_match; different_equipment";false;false;false;false;false;false;true
table_011;Жим в смитте, техника выполнения упражнения;table_150;Жим с паузой, техника выполнения упражнения;291;Matched on movement pattern (горизонтальный жим) and muscle group (грудь). Same equipment.;;false;false;true;true;true;true;false
table_011;Жим в смитте, техника выполнения упражнения;table_023;Классический жим от груди в тренажёре, техника выполнения упражнения;291;Matched on movement pattern (горизонтальный жим) and muscle group (грудь). Same equipment.;;false;false;true;true;true;true;false
table_011;Жим в смитте, техника выполнения упражнения;table_126;Отжимания в тренажёре смитта, техника выполнения упражнения;291;Matched on movement pattern (горизонтальный жим) and muscle group (грудь). Same equipment.;;false;false;true;true;true;true;false
table_012;Зашагивания на тумбу, техника выполнения упражнения;prog_14525_175896_3;Зашагивания на тумбу 10 раз;291;Matched on movement pattern (зашагивание) and muscle group (ноги ягодицы). Same equipment.;duplicate_or_same_base_name;true;true;true;true;true;true;true
table_012;Зашагивания на тумбу, техника выполнения упражнения;prog_14699_179889_3;Зашагивания на тумбу 12 раз;291;Matched on movement pattern (зашагивание) and muscle group (ноги ягодицы). Same equipment.;duplicate_or_same_base_name;true;true;true;true;true;true;true
table_012;Зашагивания на тумбу, техника выполнения упражнения;prog_14591_177548_5;Зашагивания на тумбу 15 раз;291;Matched on movement pattern (зашагивание) and muscle group (ноги ягодицы). Same equipment.;duplicate_or_same_base_name;true;true;true;true;true;true;true
table_012;Зашагивания на тумбу, техника выполнения упражнения;prog_14646_178621_5;Зашагивания на тумбу 8 раз;291;Matched on movement pattern (зашагивание) and muscle group (ноги ягодицы). Same equipment.;duplicate_or_same_base_name;true;true;true;true;true;true;true
table_012;Зашагивания на тумбу, техника выполнения упражнения;prog_14517_175679_3;Латеральные или боковые зашагивания;191;Matched on movement pattern (зашагивание) and muscle group (ноги бицепс бедра). Same equipment.;different_muscle_label;false;false;true;true;false;true;true
table_013;Выпады в кроссовере, техника выполнения упражнения;table_029;Выпады в смитте, техника выполнения упражнения;291;Matched on movement pattern (выпад) and muscle group (ноги ягодицы). Same equipment.;;false;false;true;true;true;true;false
table_013;Выпады в кроссовере, техника выполнения упражнения;prog_14519_175721_5;Болгарский присед;286;Matched on movement pattern (выпад) and muscle group (ноги ягодицы). Same equipment.;;false;false;true;true;true;true;false
table_013;Выпады в кроссовере, техника выполнения упражнения;prog_14506_175416_3;Выпады со штангой;286;Matched on movement pattern (выпад) and muscle group (ноги ягодицы). Same equipment.;"different_muscle_label; weak_pattern_match; different_equipment";false;false;false;false;false;false;true
table_013;Выпады в кроссовере, техника выполнения упражнения;table_032;Выпады со штангой на ягодицы, техника выполнения упражнения;286;Matched on movement pattern (выпад) and muscle group (ноги ягодицы). Same equipment.;different_muscle_label;false;false;true;true;false;true;true
table_013;Выпады в кроссовере, техника выполнения упражнения;prog_14508_175446_2;Выпады с гантелями;191;Matched on movement pattern (выпад) and muscle group (ноги). Same equipment.;different_muscle_label;false;false;true;true;false;true;true
table_014;Си-си присед с собственным весом, техника выполнения упражнения;prog_14673_179304_5;Си-си присед с собственным весом 10 раз;291;Matched on movement pattern (приседание) and muscle group (ноги квадрицепс). Same equipment.;duplicate_or_same_base_name;true;true;true;true;true;true;true
table_014;Си-си присед с собственным весом, техника выполнения упражнения;prog_14674_179334_2;Гак присед;226;Matched on movement pattern (приседание) and muscle group (ноги). Same equipment.;;false;false;true;true;true;true;false
table_014;Си-си присед с собственным весом, техника выполнения упражнения;prog_14523_175813_1;Обратный гак присед;226;Matched on movement pattern (приседание) and muscle group (ноги). Same equipment.;different_muscle_label;false;false;true;true;false;true;true
table_014;Си-си присед с собственным весом, техника выполнения упражнения;prog_14672_179290_5;Плеометрический гак присед;226;Matched on movement pattern (приседание) and muscle group (ноги). Same equipment.;"different_muscle_label; weak_pattern_match; different_equipment";false;false;false;false;false;false;true
table_014;Си-си присед с собственным весом, техника выполнения упражнения;table_111;Присед с точкой опоры, техника выполнения упражнения;226;Matched on movement pattern (приседание) and muscle group (ноги). Same equipment.;different_muscle_label;false;false;true;true;false;true;true
table_015;Жим в хаммере на низ груди, техника выполнения упражнения;prog_14687_179633_1;Жим в смитте;256;Matched on movement pattern (горизонтальный жим) and muscle group (грудь). Same equipment.;different_muscle_label;false;false;true;true;false;true;true
table_015;Жим в хаммере на низ груди, техника выполнения упражнения;prog_14508_175462_2;Жим гантелей лежа;256;Matched on movement pattern (горизонтальный жим) and muscle group (грудь). Same equipment.;different_muscle_label;false;false;true;true;false;true;true
table_015;Жим в хаммере на низ груди, техника выполнения упражнения;prog_14508_175465_1;Жим гантелей лёжа на скамье 30*;256;Matched on movement pattern (горизонтальный жим) and muscle group (грудь). Same equipment.;"different_muscle_label; weak_pattern_match; different_equipment";false;false;false;false;false;false;true
table_015;Жим в хаммере на низ груди, техника выполнения упражнения;table_150;Жим с паузой, техника выполнения упражнения;256;Matched on movement pattern (горизонтальный жим) and muscle group (грудь). Same equipment.;different_muscle_label;false;false;true;true;false;true;true
table_015;Жим в хаммере на низ груди, техника выполнения упражнения;table_023;Классический жим от груди в тренажёре, техника выполнения упражнения;256;Matched on movement pattern (горизонтальный жим) and muscle group (грудь). Same equipment.;different_muscle_label;false;false;true;true;false;true;true
table_016;Сгибание ног сидя, техника выполнения упражнения;prog_14506_175417_3;Сгибание ног лежа;291;Matched on movement pattern (сгибание ног) and muscle group (ноги бицепс бедра). Same equipment.;;false;false;true;true;true;true;false
table_016;Сгибание ног сидя, техника выполнения упражнения;prog_14681_179486_5;Сгибание ног лежа 15 раз;291;Matched on movement pattern (сгибание ног) and muscle group (ноги бицепс бедра). Same equipment.;;false;false;true;true;true;true;false
table_016;Сгибание ног сидя, техника выполнения упражнения;prog_14506_175415_3;Сгибание лежа по 1 ноге;286;Matched on movement pattern (сгибание ног) and muscle group (ноги бицепс бедра). Same equipment.;;false;false;true;true;true;true;false
table_016;Сгибание ног сидя, техника выполнения упражнения;prog_14651_178744_5;Си-си присед на бицепс бедра;286;Matched on movement pattern (сгибание ног) and muscle group (ноги бицепс бедра). Same equipment.;"different_muscle_label; weak_pattern_match; different_equipment";false;false;false;false;false;false;true
table_016;Сгибание ног сидя, техника выполнения упражнения;table_018;Си-си присед на бицепс бедра в смите, техника выполнения упражнения;286;Matched on movement pattern (сгибание ног) and muscle group (ноги бицепс бедра). Same equipment.;;false;false;true;true;true;true;false
table_017;Изодинамический жим гантелей на 30* скамье, техника выполнения упражнения;prog_14639_178461_3;Гильотина;291;Matched on movement pattern (горизонтальный жим) and muscle group (грудь). Same equipment.;;false;false;true;true;true;true;false
table_017;Изодинамический жим гантелей на 30* скамье, техника выполнения упражнения;table_027;Жим в хаммере на верх груди, техника выполнения упражнения;291;Matched on movement pattern (горизонтальный жим) and muscle group (грудь). Same equipment.;;false;false;true;true;true;true;false
table_017;Изодинамический жим гантелей на 30* скамье, техника выполнения упражнения;table_048;Жим гантелей на 30* скамье, техника выполнения упражнения;291;Matched on movement pattern (горизонтальный жим) and muscle group (грудь). Same equipment.;;false;false;true;true;true;true;false
table_017;Изодинамический жим гантелей на 30* скамье, техника выполнения упражнения;prog_14503_175330_2;Суперсет на верх груди в смитте;291;Matched on movement pattern (горизонтальный жим) and muscle group (грудь). Same equipment.;;false;false;true;true;true;true;false
table_017;Изодинамический жим гантелей на 30* скамье, техника выполнения упражнения;prog_14477_174879_1;Жим штанги под углом;286;Matched on movement pattern (горизонтальный жим) and muscle group (грудь). Same equipment.;;false;false;true;true;true;true;false
table_018;Си-си присед на бицепс бедра в смите, техника выполнения упражнения;prog_14651_178744_5;Си-си присед на бицепс бедра;291;Matched on movement pattern (сгибание ног) and muscle group (ноги бицепс бедра). Same equipment.;"different_muscle_label; weak_pattern_match; different_equipment";false;false;false;false;false;false;true
table_018;Си-си присед на бицепс бедра в смите, техника выполнения упражнения;prog_14506_175417_3;Сгибание ног лежа;286;Matched on movement pattern (сгибание ног) and muscle group (ноги бицепс бедра). Same equipment.;;false;false;true;true;true;true;false
table_018;Си-си присед на бицепс бедра в смите, техника выполнения упражнения;prog_14681_179486_5;Сгибание ног лежа 15 раз;286;Matched on movement pattern (сгибание ног) and muscle group (ноги бицепс бедра). Same equipment.;;false;false;true;true;true;true;false
table_018;Си-си присед на бицепс бедра в смите, техника выполнения упражнения;prog_14506_175413_3;Сгибание ног сидя;286;Matched on movement pattern (сгибание ног) and muscle group (ноги бицепс бедра). Same equipment.;;false;false;true;true;true;true;false
table_018;Си-си присед на бицепс бедра в смите, техника выполнения упражнения;prog_14506_175415_3;Сгибание лежа по 1 ноге;281;Matched on movement pattern (сгибание ног) and muscle group (ноги бицепс бедра). Same equipment.;;false;false;true;true;true;true;false
table_019;Сведение рук в кроссовере на 30-градусной скамье, техника выполнения упражнения;prog_14506_175418_2;Бабочка на большие грудные;211;Matched on movement pattern (сведение рук) and muscle group (грудь). Same equipment.;"different_muscle_label; weak_pattern_match; different_equipment";false;false;false;false;false;false;true
table_019;Сведение рук в кроссовере на 30-градусной скамье, техника выполнения упражнения;table_114;Бабочка на большие грудные мышцы, техника выполнения упражнения;211;Matched on movement pattern (сведение рук) and muscle group (грудь). Same equipment.;different_muscle_label;false;false;true;true;false;true;true
table_019;Сведение рук в кроссовере на 30-градусной скамье, техника выполнения упражнения;table_031;Жим Свенда в кроссовере, техника выполнения упражнения;211;Matched on movement pattern (сведение рук) and muscle group (грудь). Same equipment.;different_muscle_label;false;false;true;true;false;true;true
table_019;Сведение рук в кроссовере на 30-градусной скамье, техника выполнения упражнения;prog_14523_175811_3;Сведение рук в кроссовере;211;Matched on movement pattern (сведение рук) and muscle group (грудь). Same equipment.;different_muscle_label;false;false;true;true;false;true;true
table_019;Сведение рук в кроссовере на 30-градусной скамье, техника выполнения упражнения;prog_14500_175273_2;Сведение рук в кроссовере 10 раз;211;Matched on movement pattern (сведение рук) and muscle group (грудь). Same equipment.;different_muscle_label;false;false;true;true;false;true;true
table_021;Дуговая разводка, техника выполнения упражнения;table_125;Раводка под 15*, техника выполнения упражнения;211;Matched on movement pattern (разведение рук) and muscle group (грудь). Same equipment.;different_muscle_label;false;false;true;true;false;true;true
table_022;Сведение рук в кроссовере на горизонтальной скамье;table_031;Жим Свенда в кроссовере, техника выполнения упражнения;256;Matched on movement pattern (сведение рук) and muscle group (грудь). Same equipment.;different_muscle_label;false;false;true;true;false;true;true
table_022;Сведение рук в кроссовере на горизонтальной скамье;prog_14506_175418_2;Бабочка на большие грудные;211;Matched on movement pattern (сведение рук) and muscle group (грудь). Same equipment.;"different_muscle_label; weak_pattern_match; different_equipment";false;false;false;false;false;false;true
table_022;Сведение рук в кроссовере на горизонтальной скамье;table_114;Бабочка на большие грудные мышцы, техника выполнения упражнения;211;Matched on movement pattern (сведение рук) and muscle group (грудь). Same equipment.;different_muscle_label;false;false;true;true;false;true;true
table_022;Сведение рук в кроссовере на горизонтальной скамье;prog_14523_175811_3;Сведение рук в кроссовере;211;Matched on movement pattern (сведение рук) and muscle group (грудь). Same equipment.;different_muscle_label;false;false;true;true;false;true;true
table_022;Сведение рук в кроссовере на горизонтальной скамье;prog_14500_175273_2;Сведение рук в кроссовере 10 раз;211;Matched on movement pattern (сведение рук) and muscle group (грудь). Same equipment.;different_muscle_label;false;false;true;true;false;true;true
table_023;Классический жим от груди в тренажёре, техника выполнения упражнения;prog_14687_179633_1;Жим в смитте;291;Matched on movement pattern (горизонтальный жим) and muscle group (грудь). Same equipment.;;false;false;true;true;true;true;false
table_023;Классический жим от груди в тренажёре, техника выполнения упражнения;prog_14508_175462_2;Жим гантелей лежа;291;Matched on movement pattern (горизонтальный жим) and muscle group (грудь). Same equipment.;;false;false;true;true;true;true;false
table_023;Классический жим от груди в тренажёре, техника выполнения упражнения;prog_14508_175465_1;Жим гантелей лёжа на скамье 30*;291;Matched on movement pattern (горизонтальный жим) and muscle group (грудь). Same equipment.;"different_muscle_label; weak_pattern_match; different_equipment";false;false;false;false;false;false;true
table_023;Классический жим от груди в тренажёре, техника выполнения упражнения;table_150;Жим с паузой, техника выполнения упражнения;291;Matched on movement pattern (горизонтальный жим) and muscle group (грудь). Same equipment.;;false;false;true;true;true;true;false
table_023;Классический жим от груди в тренажёре, техника выполнения упражнения;table_126;Отжимания в тренажёре смитта, техника выполнения упражнения;291;Matched on movement pattern (горизонтальный жим) and muscle group (грудь). Same equipment.;;false;false;true;true;true;true;false
table_024;Жим ногами на бицепс бедра;prog_14611_177991_5;Жим ногами с широкой постановкой ног;191;Matched on movement pattern (жим ногами) and muscle group (ноги). Same equipment.;different_muscle_label;false;false;true;true;false;true;true
table_024;Жим ногами на бицепс бедра;table_025;Жим платформы по 1 ноге, техника выполнения упражнения;186;Matched on movement pattern (жим ногами) and muscle group (ноги). Same equipment.;different_muscle_label;false;false;true;true;false;true;true
table_025;Жим платформы по 1 ноге, техника выполнения упражнения;prog_14611_177987_5;Горизонтальный жим ногами;286;Matched on movement pattern (жим ногами) and muscle group (ноги). Same equipment.;different_muscle_label;false;false;true;true;false;true;true
table_025;Жим платформы по 1 ноге, техника выполнения упражнения;prog_14641_178506_4;Жим ногами;286;Matched on movement pattern (жим ногами) and muscle group (ноги). Same equipment.;different_muscle_label;false;false;true;true;false;true;true
table_025;Жим платформы по 1 ноге, техника выполнения упражнения;prog_14519_175720_5;Жим ногами на бицеп бедра;286;Matched on movement pattern (жим ногами) and muscle group (ноги). Same equipment.;"different_muscle_label; weak_pattern_match; different_equipment";false;false;false;false;false;false;true
table_025;Жим платформы по 1 ноге, техника выполнения упражнения;prog_14650_178707_5;Жим ногами с параллельной постановкой ног;286;Matched on movement pattern (жим ногами) and muscle group (ноги). Same equipment.;different_muscle_label;false;false;true;true;false;true;true
table_025;Жим платформы по 1 ноге, техника выполнения упражнения;prog_14611_177991_5;Жим ногами с широкой постановкой ног;251;Matched on movement pattern (жим ногами) and muscle group (ноги). Same equipment.;different_muscle_label;false;false;true;true;false;true;true
table_026;Приседания в смите, техника выполнения упражнения;prog_14674_179334_2;Гак присед;291;Matched on movement pattern (приседание) and muscle group (ноги). Same equipment.;different_muscle_label;false;false;true;true;false;true;true
table_026;Приседания в смите, техника выполнения упражнения;prog_14672_179290_5;Плеометрический гак присед;291;Matched on movement pattern (приседание) and muscle group (ноги). Same equipment.;"different_muscle_label; weak_pattern_match; different_equipment";false;false;false;false;false;false;true
table_026;Приседания в смите, техника выполнения упражнения;table_111;Присед с точкой опоры, техника выполнения упражнения;291;Matched on movement pattern (приседание) and muscle group (ноги). Same equipment.;;false;false;true;true;true;true;false
table_026;Приседания в смите, техника выполнения упражнения;table_124;Приседание в кроссовере, техника выполнения упражнения;291;Matched on movement pattern (приседание) and muscle group (ноги). Same equipment.;;false;false;true;true;true;true;false
table_026;Приседания в смите, техника выполнения упражнения;table_146;Приседания с паузой, техника выполнения упражнений;291;Matched on movement pattern (приседание) and muscle group (ноги). Same equipment.;;false;false;true;true;true;true;false
table_027;Жим в хаммере на верх груди, техника выполнения упражнения;prog_14639_178461_3;Гильотина;291;Matched on movement pattern (горизонтальный жим) and muscle group (грудь). Same equipment.;;false;false;true;true;true;true;false
table_027;Жим в хаммере на верх груди, техника выполнения упражнения;table_048;Жим гантелей на 30* скамье, техника выполнения упражнения;291;Matched on movement pattern (горизонтальный жим) and muscle group (грудь). Same equipment.;;false;false;true;true;true;true;false
table_027;Жим в хаммере на верх груди, техника выполнения упражнения;prog_14518_175697_1;Изодинамический жим гантелей на 30* скамье;291;Matched on movement pattern (горизонтальный жим) and muscle group (грудь). Same equipment.;;false;false;true;true;true;true;false
table_027;Жим в хаммере на верх груди, техника выполнения упражнения;prog_14503_175330_2;Суперсет на верх груди в смитте;291;Matched on movement pattern (горизонтальный жим) and muscle group (грудь). Same equipment.;;false;false;true;true;true;true;false
table_027;Жим в хаммере на верх груди, техника выполнения упражнения;prog_14477_174879_1;Жим штанги под углом;286;Matched on movement pattern (горизонтальный жим) and muscle group (грудь). Same equipment.;;false;false;true;true;true;true;false
table_028;Жим ногами, техника выполнения упражнения;prog_14611_177987_5;Горизонтальный жим ногами;291;Matched on movement pattern (жим ногами) and muscle group (ноги). Same equipment.;;false;false;true;true;true;true;false
table_028;Жим ногами, техника выполнения упражнения;prog_14519_175720_5;Жим ногами на бицеп бедра;291;Matched on movement pattern (жим ногами) and muscle group (ноги). Same equipment.;"different_muscle_label; weak_pattern_match; different_equipment";false;false;false;false;false;false;true
table_028;Жим ногами, техника выполнения упражнения;prog_14650_178707_5;Жим ногами с параллельной постановкой ног;291;Matched on movement pattern (жим ногами) and muscle group (ноги). Same equipment.;;false;false;true;true;true;true;false
table_028;Жим ногами, техника выполнения упражнения;table_025;Жим платформы по 1 ноге, техника выполнения упражнения;286;Matched on movement pattern (жим ногами) and muscle group (ноги). Same equipment.;different_muscle_label;false;false;true;true;false;true;true
table_028;Жим ногами, техника выполнения упражнения;prog_14611_177991_5;Жим ногами с широкой постановкой ног;211;Matched on movement pattern (жим ногами) and muscle group (ноги). Same equipment.;different_muscle_label;false;false;true;true;false;true;true
table_029;Выпады в смитте, техника выполнения упражнения;prog_14506_175414_3;Выпады в кроссовере;291;Matched on movement pattern (выпад) and muscle group (ноги ягодицы). Same equipment.;;false;false;true;true;true;true;false
table_029;Выпады в смитте, техника выполнения упражнения;prog_14519_175721_5;Болгарский присед;286;Matched on movement pattern (выпад) and muscle group (ноги ягодицы). Same equipment.;;false;false;true;true;true;true;false
table_029;Выпады в смитте, техника выполнения упражнения;prog_14506_175416_3;Выпады со штангой;286;Matched on movement pattern (выпад) and muscle group (ноги ягодицы). Same equipment.;"different_muscle_label; weak_pattern_match; different_equipment";false;false;false;false;false;false;true
table_029;Выпады в смитте, техника выполнения упражнения;table_032;Выпады со штангой на ягодицы, техника выполнения упражнения;286;Matched on movement pattern (выпад) and muscle group (ноги ягодицы). Same equipment.;different_muscle_label;false;false;true;true;false;true;true
table_029;Выпады в смитте, техника выполнения упражнения;prog_14508_175446_2;Выпады с гантелями;191;Matched on movement pattern (выпад) and muscle group (ноги). Same equipment.;different_muscle_label;false;false;true;true;false;true;true
table_030;Си-си приседания на переднюю поверхность бедра;prog_14674_179334_2;Гак присед;291;Matched on movement pattern (приседание) and muscle group (ноги). Same equipment.;;false;false;true;true;true;true;false
table_030;Си-си приседания на переднюю поверхность бедра;prog_14523_175813_1;Обратный гак присед;291;Matched on movement pattern (приседание) and muscle group (ноги). Same equipment.;different_muscle_label;false;false;true;true;false;true;true
table_030;Си-си приседания на переднюю поверхность бедра;prog_14672_179290_5;Плеометрический гак присед;291;Matched on movement pattern (приседание) and muscle group (ноги). Same equipment.;"different_muscle_label; weak_pattern_match; different_equipment";false;false;false;false;false;false;true
table_030;Си-си приседания на переднюю поверхность бедра;table_111;Присед с точкой опоры, техника выполнения упражнения;291;Matched on movement pattern (приседание) and muscle group (ноги). Same equipment.;different_muscle_label;false;false;true;true;false;true;true
table_030;Си-си приседания на переднюю поверхность бедра;table_124;Приседание в кроссовере, техника выполнения упражнения;291;Matched on movement pattern (приседание) and muscle group (ноги). Same equipment.;different_muscle_label;false;false;true;true;false;true;true
table_031;Жим Свенда в кроссовере, техника выполнения упражнения;prog_14505_175399_3;Сведение рук в кроссовере на горизонтальной скамье;256;Matched on movement pattern (сведение рук) and muscle group (грудь). Same equipment.;different_muscle_label;false;false;true;true;false;true;true
table_031;Жим Свенда в кроссовере, техника выполнения упражнения;prog_14506_175418_2;Бабочка на большие грудные;211;Matched on movement pattern (сведение рук) and muscle group (грудь). Same equipment.;"different_muscle_label; weak_pattern_match; different_equipment";false;false;false;false;false;false;true
table_031;Жим Свенда в кроссовере, техника выполнения упражнения;table_114;Бабочка на большие грудные мышцы, техника выполнения упражнения;211;Matched on movement pattern (сведение рук) and muscle group (грудь). Same equipment.;different_muscle_label;false;false;true;true;false;true;true
table_031;Жим Свенда в кроссовере, техника выполнения упражнения;prog_14523_175811_3;Сведение рук в кроссовере;211;Matched on movement pattern (сведение рук) and muscle group (грудь). Same equipment.;different_muscle_label;false;false;true;true;false;true;true
