title,normalized_title,youtube_url,video_id,thumbnail_url,duration,upload_date,category,shorts_url,source,is_exercise_video
"А какой генотип фигуры у тебя?#тренер #генотипфигуры #рекомендации #эктоморф #эндоморф #мезоморф","А какой генотип фигуры у тебя?","https://www.youtube.com/watch?v=C4PlhFwX04M","C4PlhFwX04M","https://i.ytimg.com/vi/C4PlhFwX04M/maxres2.jpg?sqp=-oaymwEoCIAKENAF8quKqQMcGADwAQH4AbYIgAKAD4oCDAgAEAEYZSBfKFQwDw==&rs=AOn4CLBhax5CEiF1wsSeO21-NzkyMRCOTQ","0:36","Feb 26, 2024","needs_review","https://www.youtube.com/shorts/C4PlhFwX04M","shorts","false"
"А почему именно так, смотри в профиле моего Инстаграм.","А почему именно так, смотри в профиле моего Инстаграм.","https://www.youtube.com/watch?v=VOtoLV5o37w","VOtoLV5o37w","https://i.ytimg.com/vi/VOtoLV5o37w/maxres2.jpg?sqp=-oaymwEoCIAKENAF8quKqQMcGADwAQH4AbYIgAKAD4oCDAgAEAEYLCBYKHIwDw==&rs=AOn4CLAPasCG9nq-aDz9ra3YPDoRv0rGHw","0:29","Aug 22, 2024","needs_review","https://www.youtube.com/shorts/VOtoLV5o37w","shorts","false"
"А ты готов(а) начать?#мотивация #тренировки #всетыможешь #фитнес #нетничегоневозможного","А ты готов(а) начать?","https://www.youtube.com/watch?v=rahjCQ5K1-0","rahjCQ5K1-0","https://i.ytimg.com/vi/rahjCQ5K1-0/maxres2.jpg?sqp=-oaymwEoCIAKENAF8quKqQMcGADwAQH4AbYIgAKAD4oCDAgAEAEYTiBeKGUwDw==&rs=AOn4CLCId0dvape6b2dpSqeeq9DiTmvWbA","0:25","May 15, 2024","needs_review","https://www.youtube.com/shorts/rahjCQ5K1-0","shorts","false"
"А ты готов(а) худеть? В описании готовый рацион питания с рецептами:) #зож #похудение #диета #тренер","А ты готов(а) худеть? В описании готовый рацион питания с рецептами:)","https://www.youtube.com/watch?v=aOJZ0TkV2kU","aOJZ0TkV2kU","https://i.ytimg.com/vi/aOJZ0TkV2kU/maxres2.jpg?sqp=-oaymwEoCIAKENAF8quKqQMcGADwAQH4AbYIgAKAD4oCDAgAEAEYZSBSKEswDw==&rs=AOn4CLB4sODzxJsrYqNHjVZQYTXVi7U4_Q","0:12","Feb 6, 2024","needs_review","https://www.youtube.com/shorts/aOJZ0TkV2kU","shorts","false"
"А ты знаешь об этом? #кишечник #нутрициология #тренер #фитнес #здоровье","А ты знаешь об этом?","https://www.youtube.com/watch?v=IOdPwAYYcG8","IOdPwAYYcG8","https://i.ytimg.com/vi/IOdPwAYYcG8/maxres2.jpg?sqp=-oaymwEoCIAKENAF8quKqQMcGADwAQH4AbYIgAKAD4oCDAgAEAEYZSBTKFAwDw==&rs=AOn4CLDejDvgfYThebvA53tam-6aF0GYzQ","0:24","Apr 22, 2024","needs_review","https://www.youtube.com/shorts/IOdPwAYYcG8","shorts","false"
"А ты сделал(а) свой выбор?#выбор #тренировки #мотивация #красивоеиздоровоетело #фигупамечты #тренер","А ты сделал(а) свой выбор?","https://www.youtube.com/watch?v=Z38sJm8QTdE","Z38sJm8QTdE","https://i.ytimg.com/vi/Z38sJm8QTdE/maxres2.jpg?sqp=-oaymwEoCIAKENAF8quKqQMcGADwAQH4Ac4FgAKACooCDAgAEAEYZSBeKEwwDw==&rs=AOn4CLCJD8jCuooqvR9VUb1hrj6Ce6AOoA","0:27","Mar 4, 2024","needs_review","https://www.youtube.com/shorts/Z38sJm8QTdE","shorts","false"
"А ты считаешь калории? Подарок в первом комментарии #калории #диета #похудение #рецепторы #здоровье","А ты считаешь калории? Подарок в первом комментарии","https://www.youtube.com/watch?v=oM1to-KrdBI","oM1to-KrdBI","https://i.ytimg.com/vi/oM1to-KrdBI/maxres2.jpg?sqp=-oaymwEoCIAKENAF8quKqQMcGADwAQH4AbYIgAKAD4oCDAgAEAEYZSBeKFEwDw==&rs=AOn4CLBDpZXGfb8So3TqxDeB1dx6rVFfzg","0:30","Mar 6, 2024","needs_review","https://www.youtube.com/shorts/oM1to-KrdBI","shorts","false"
"А ты тренируешься? #фитнес #мотивация #тренировки #здоровье #тренер","А ты тренируешься?","https://www.youtube.com/watch?v=qxTSd4BPVPs","qxTSd4BPVPs","https://i.ytimg.com/vi/qxTSd4BPVPs/maxres2.jpg?sqp=-oaymwEoCIAKENAF8quKqQMcGADwAQH4Ac4FgAKACooCDAgAEAEYYCBgKGAwDw==&rs=AOn4CLDfJGd-F0mBWJvz7owCfxOgnD7zAg","0:20","Apr 19, 2024","needs_review","https://www.youtube.com/shorts/qxTSd4BPVPs","shorts","false"
"а ты уже начал тренировки?)","а ты уже начал тренировки?)","https://www.youtube.com/watch?v=ONsqWQAK6HA","ONsqWQAK6HA","https://i.ytimg.com/vi/ONsqWQAK6HA/maxres2.jpg?sqp=-oaymwEoCIAKENAF8quKqQMcGADwAQH4AbYIgAKAD4oCDAgAEAEYZSBcKFkwDw==&rs=AOn4CLCv-tmWEyy4M--6A5mn7v5i5ogNgg","0:14","Jan 4, 2024","needs_review","https://www.youtube.com/shorts/ONsqWQAK6HA","shorts","false"
"А ты хочешь научиться? #мотивация #тренер #статьненужным #спорт #размышление","А ты хочешь научиться?","https://www.youtube.com/watch?v=txNuRipK4LE","txNuRipK4LE","https://i.ytimg.com/vi/txNuRipK4LE/maxres2.jpg?sqp=-oaymwEoCIAKENAF8quKqQMcGADwAQH4AbYIgAKAD4oCDAgAEAEYWyBbKFswDw==&rs=AOn4CLDOsH__qWF8kcSQUZrr5V1xB4rchQ","0:11","Apr 25, 2024","needs_review","https://www.youtube.com/shorts/txNuRipK4LE","shorts","false"
"А что мотивирует тебя?#тренер #мотивация #спорт #фитнес #здоровье #зож","А что мотивирует тебя?","https://www.youtube.com/watch?v=C16jVaWI0bw","C16jVaWI0bw","https://i.ytimg.com/vi/C16jVaWI0bw/maxres2.jpg?sqp=-oaymwEoCIAKENAF8quKqQMcGADwAQH4Ac4FgAKACooCDAgAEAEYZSBgKFMwDw==&rs=AOn4CLAJ_2xUPX0PHRfLU-r0Q4paR63mvw","0:35","Mar 5, 2024","needs_review","https://www.youtube.com/shorts/C16jVaWI0bw","shorts","false"
"А что, если не жопа? #тренировка #жопа #орех #попа #ягодицы #мотивация #тренер","А что, если не жопа?","https://www.youtube.com/watch?v=PztHkgqCBuQ","PztHkgqCBuQ","https://i.ytimg.com/vi/PztHkgqCBuQ/maxres2.jpg?sqp=-oaymwEoCIAKENAF8quKqQMcGADwAQH4AbYIgAKAD4oCDAgAEAEYZSBcKEgwDw==&rs=AOn4CLBRxAjSXCPkuanv_FKQ2bOdvUe4Xw","0:11","May 9, 2024","needs_review","https://www.youtube.com/shorts/PztHkgqCBuQ","shorts","false"
"Автобиографические советы. #фитнестренер #автобиографическийсовет  #учусьтренироваться","Автобиографические советы.","https://www.youtube.com/watch?v=wMLJsr2ee3U","wMLJsr2ee3U","https://i.ytimg.com/vi/wMLJsr2ee3U/maxres2.jpg?sqp=-oaymwEoCIAKENAF8quKqQMcGADwAQH4AbYIgAKAD4oCDAgAEAEYLyBXKHIwDw==&rs=AOn4CLCPEHZLyVJOW4PcCoo9GKQLUx8lWQ","0:49","Jun 22, 2025","needs_review","https://www.youtube.com/shorts/wMLJsr2ee3U","shorts","false"
"БЕСПЛАТНОЕ ВЕДЕНИЕ. С сегодняшнего дня у меня начинается акция.https://t.me/supertagir","БЕСПЛАТНОЕ ВЕДЕНИЕ. С сегодняшнего дня у меня начинается акция.https://t.me/supertagir","https://www.youtube.com/watch?v=2nH3l5x-sSM","2nH3l5x-sSM","https://i.ytimg.com/vi/2nH3l5x-sSM/maxres2.jpg?sqp=-oaymwEoCIAKENAF8quKqQMcGADwAQH4Ac4FgAKACooCDAgAEAEYQCBMKGUwDw==&rs=AOn4CLCO97ycsb1Lof3Osj5d_Exfc74EgQ","0:26","Feb 23, 2023","needs_review","https://www.youtube.com/shorts/2nH3l5x-sSM","shorts","false"
"Бицепс в кроссовере по 1 руке","Бицепс в кроссовере по 1 руке","https://www.youtube.com/watch?v=9sakXY-0srI","9sakXY-0srI","https://i.ytimg.com/vi/9sakXY-0srI/maxres2.jpg?sqp=-oaymwEoCIAKENAF8quKqQMcGADwAQH4AbYIgAKAD4oCDAgAEAEYciBSKDowDw==&rs=AOn4CLDH1dGAGMq6k18ZMmSUkOxr7Mhlsw","1:00","Nov 14, 2024","бицепс","https://www.youtube.com/shorts/9sakXY-0srI","shorts","true"
"Бицепс в скамье Скотта","Бицепс в скамье Скотта","https://www.youtube.com/watch?v=-pcs5ji3Hho","-pcs5ji3Hho","https://i.ytimg.com/vi/-pcs5ji3Hho/maxres2.jpg?sqp=-oaymwEoCIAKENAF8quKqQMcGADwAQH4AbYIgAKAD4oCDAgAEAEYciBfKEYwDw==&rs=AOn4CLDj5n7sM02eytz3GqrMEM5Ez-0SbQ","0:54","Nov 19, 2024","бицепс","https://www.youtube.com/shorts/-pcs5ji3Hho","shorts","true"
"БИЦЕПС С ГАНТЕЛЯМИ","БИЦЕПС С ГАНТЕЛЯМИ","https://www.youtube.com/watch?v=c1dad8F7Dxw","c1dad8F7Dxw","https://i.ytimg.com/vi/c1dad8F7Dxw/maxres2.jpg?sqp=-oaymwEoCIAKENAF8quKqQMcGADwAQH4Ac4FgAKACooCDAgAEAEYZSBXKEkwDw==&rs=AOn4CLAZAihuIebPWt7CfESVCL3CHCGwQw","0:53","Nov 6, 2024","бицепс","https://www.youtube.com/shorts/c1dad8F7Dxw","shorts","true"
"Бицепс с гантелями сидя","Бицепс с гантелями сидя","https://www.youtube.com/watch?v=hws0_ZEOnlo","hws0_ZEOnlo","https://i.ytimg.com/vi/hws0_ZEOnlo/maxres2.jpg?sqp=-oaymwEoCIAKENAF8quKqQMcGADwAQH4Ac4FgAKACooCDAgAEAEYZSBbKE0wDw==&rs=AOn4CLDFQTS3Y1DtUmHEOG5U8kpfTp0pFg","0:58","Nov 6, 2024","бицепс","https://www.youtube.com/shorts/hws0_ZEOnlo","shorts","true"
"Бицепс с резинкой сидя","Бицепс с резинкой сидя","https://www.youtube.com/watch?v=bLhkUE4S3fY","bLhkUE4S3fY","https://i.ytimg.com/vi/bLhkUE4S3fY/maxres2.jpg?sqp=-oaymwEoCIAKENAF8quKqQMcGADwAQH4Ac4FgAKACooCDAgAEAEYciBRKDkwDw==&rs=AOn4CLBXojaLW5WFBE_EfX3tlr5NxQ66iQ","0:50","Nov 19, 2024","бицепс","https://www.youtube.com/shorts/bLhkUE4S3fY","shorts","true"
"Быстрый метаболизм? #генетика #тренировки #выносливость #мышечныегруппы #эктоморф #сила","Быстрый метаболизм?","https://www.youtube.com/watch?v=xgYqi0SpLxA","xgYqi0SpLxA","https://i.ytimg.com/vi/xgYqi0SpLxA/maxres2.jpg?sqp=-oaymwEoCIAKENAF8quKqQMcGADwAQH4AbYIgAKAD4oCDAgAEAEYPyBaKHIwDw==&rs=AOn4CLBFYnkcV8uBgkuljwz_HTUjHdgJug","0:15","May 24, 2024","needs_review","https://www.youtube.com/shorts/xgYqi0SpLxA","shorts","false"
"В Инстаграме больше информации #тренер #здоровье #эктоморф #эндоморф #мезоморф","В Инстаграме больше информации","https://www.youtube.com/watch?v=cKlbtu6cOpw","cKlbtu6cOpw","https://i.ytimg.com/vi/cKlbtu6cOpw/maxres2.jpg?sqp=-oaymwEoCIAKENAF8quKqQMcGADwAQH4AbYIgAKAD4oCDAgAEAEYZSBZKEMwDw==&rs=AOn4CLB9GIy9V-mDtrUS2BmVm590QwqZXA","0:25","Aug 6, 2024","needs_review","https://www.youtube.com/shorts/cKlbtu6cOpw","shorts","false"
"в описании 🎁 #здоровье #сон #мелатонин #мотивация #фитнес","в описании 🎁","https://www.youtube.com/watch?v=TOA4qhcpuT0","TOA4qhcpuT0","https://i.ytimg.com/vi/TOA4qhcpuT0/maxres2.jpg?sqp=-oaymwEoCIAKENAF8quKqQMcGADwAQH4Ac4FgAKACooCDAgAEAEYZSBfKEswDw==&rs=AOn4CLBirqYZ2scgPD9PtVwYHCUwSaEEeQ","0:13","Mar 25, 2023","needs_review","https://www.youtube.com/shorts/TOA4qhcpuT0","shorts","false"
"В первом комментарии рекомендации #тренер #фитнес #мотивация #здоровье #гннетикафигуры","В первом комментарии рекомендации","https://www.youtube.com/watch?v=X3GsSI6F1wo","X3GsSI6F1wo","https://i.ytimg.com/vi/X3GsSI6F1wo/maxres2.jpg?sqp=-oaymwEoCIAKENAF8quKqQMcGADwAQH4AbYIgAKAD4oCDAgAEAEYZSBcKEswDw==&rs=AOn4CLD_C5bfU9ZrhHcgqfq65azjr_knhA","0:12","Jun 13, 2024","needs_review","https://www.youtube.com/shorts/X3GsSI6F1wo","shorts","false"
"В чем наша мотивация","В чем наша мотивация","https://www.youtube.com/watch?v=wmAYr4Bqs9k","wmAYr4Bqs9k","https://i.ytimg.com/vi/wmAYr4Bqs9k/maxres2.jpg?sqp=-oaymwEoCIAKENAF8quKqQMcGADwAQH4AbYIgAKAD4oCDAgAEAEYQSBRKGUwDw==&rs=AOn4CLDgn-PpNC0O9NYeevgcNSbISqZuDA","0:30","Nov 9, 2024","needs_review","https://www.youtube.com/shorts/wmAYr4Bqs9k","shorts","false"
"В чем суть мотивации? #tagirfruit #sports #делайкактренер","В чем суть мотивации?","https://www.youtube.com/watch?v=0s3jN7kbT38","0s3jN7kbT38","https://i.ytimg.com/vi/0s3jN7kbT38/maxres2.jpg?sqp=-oaymwEoCIAKENAF8quKqQMcGADwAQH4AbYIgAKAD4oCDAgAEAEYPyBSKGUwDw==&rs=AOn4CLC3Wb47UZkBLv0RbU_81i6OdMvPHw","0:30","Jun 22, 2025","needs_review","https://www.youtube.com/shorts/0s3jN7kbT38","shorts","false"
"в шапке канала для тебя целых три подарка #тренер #фитнес #диета #похудение #спорт #зож","в шапке канала для тебя целых три подарка","https://www.youtube.com/watch?v=f4KQsEyC9Bk","f4KQsEyC9Bk","https://i.ytimg.com/vi/f4KQsEyC9Bk/maxres2.jpg?sqp=-oaymwEoCIAKENAF8quKqQMcGADwAQH4AbYIgAKAD4oCDAgAEAEYRyBXKGUwDw==&rs=AOn4CLCyXfRdwrhnGrJSMG2_lvpeCfyasg","0:35","May 25, 2024","needs_review","https://www.youtube.com/shorts/f4KQsEyC9Bk","shorts","false"
"все любят покушать #зож#еда#юмор#похудение","все любят покушать","https://www.youtube.com/watch?v=RMbemafClpg","RMbemafClpg","https://i.ytimg.com/vi/RMbemafClpg/maxres2.jpg?sqp=-oaymwEoCIAKENAF8quKqQMcGADwAQH4AbYIgAKAD4oCDAgAEAEYZSBlKGUwDw==&rs=AOn4CLByxrBrPSGNdPoKyzm7eSLtP73Uow","0:08","Jan 31, 2024","needs_review","https://www.youtube.com/shorts/RMbemafClpg","shorts","false"
"Все это время, ты ел не правильно. На самом деле твоим пищевым привычкам 2 миллиона лет.","Все это время, ты ел не правильно. На самом деле твоим пищевым привычкам 2 миллиона лет.","https://www.youtube.com/watch?v=3BhVBt7a6G4","3BhVBt7a6G4","https://i.ytimg.com/vi/3BhVBt7a6G4/maxres2.jpg?sqp=-oaymwEoCIAKENAF8quKqQMcGADwAQH4Ac4FgAKACooCDAgAEAEYZSBlKGUwDw==&rs=AOn4CLBYdJFZoibsE0B4gXHxaLSZzVMksQ","0:58","Mar 1, 2023","needs_review","https://www.youtube.com/shorts/3BhVBt7a6G4","shorts","false"
"Вся Азия и Индия родом из Якутии! И я это докажу.","Вся Азия и Индия родом из Якутии! И я это докажу.","https://www.youtube.com/watch?v=D8gKCytEPXs","D8gKCytEPXs","https://i.ytimg.com/vi/D8gKCytEPXs/maxres2.jpg?sqp=-oaymwEoCIAKENAF8quKqQMcGADwAQH4Ac4FgAKACooCDAgAEAEYZSBfKFQwDw==&rs=AOn4CLBzlK4A0nuezi3t9FfCyJ_rYV7BXQ","0:55","Mar 4, 2023","needs_review","https://www.youtube.com/shorts/D8gKCytEPXs","shorts","false"
"выбор за тобой","выбор за тобой","https://www.youtube.com/watch?v=xZClOIRDEt0","xZClOIRDEt0","https://i.ytimg.com/vi/xZClOIRDEt0/maxres2.jpg?sqp=-oaymwEoCIAKENAF8quKqQMcGADwAQH4AbYIgAKAD4oCDAgAEAEYciBNKD0wDw==&rs=AOn4CLAcAswkZEQoLPERrw1oOiQ_PnVO3Q","0:22","Aug 27, 2024","needs_review","https://www.youtube.com/shorts/xZClOIRDEt0","shorts","false"
"Ген вегетарианства есть в каждом. #фитнес #здоровье #зож #история","Ген вегетарианства есть в каждом.","https://www.youtube.com/watch?v=QgyGkvIiqr4","QgyGkvIiqr4","https://i.ytimg.com/vi/QgyGkvIiqr4/maxres2.jpg?sqp=-oaymwEoCIAKENAF8quKqQMcGADwAQH4Ac4FgAKACooCDAgAEAEYZSBfKFUwDw==&rs=AOn4CLAZz_EpvXyIa_GCggwg7p1H_VPsWA","0:47","Mar 6, 2023","needs_review","https://www.youtube.com/shorts/QgyGkvIiqr4","shorts","false"
"генетика #здоровье #зож #здоровоепитание #мотивация","генетика","https://www.youtube.com/watch?v=xZtLIBEuf-U","xZtLIBEuf-U","https://i.ytimg.com/vi/xZtLIBEuf-U/maxres2.jpg?sqp=-oaymwEoCIAKENAF8quKqQMcGADwAQH4Ac4FgAKACooCDAgAEAEYZSBlKGUwDw==&rs=AOn4CLDJjz98ViWz_E50Ce9ZGNBH3ZbC8A","0:39","Apr 16, 2023","needs_review","https://www.youtube.com/shorts/xZtLIBEuf-U","shorts","false"
"Генетика не приговор #тренер #motivation #генетика #мотивация #фитнес","Генетика не приговор","https://www.youtube.com/watch?v=6NrI9zCP0s4","6NrI9zCP0s4","https://i.ytimg.com/vi/6NrI9zCP0s4/maxres2.jpg?sqp=-oaymwEoCIAKENAF8quKqQMcGADwAQH4AbYIgAKAD4oCDAgAEAEYUyBaKGUwDw==&rs=AOn4CLC6zPd2Cgbmuh_po6yxaOKL5THwkA","0:19","May 6, 2024","needs_review","https://www.youtube.com/shorts/6NrI9zCP0s4","shorts","false"
"Генетика питания","Генетика питания","https://www.youtube.com/watch?v=t9iZ24cEfmE","t9iZ24cEfmE","https://i.ytimg.com/vi/t9iZ24cEfmE/maxres2.jpg?sqp=-oaymwEoCIAKENAF8quKqQMcGADwAQH4Ac4FgAKACooCDAgAEAEYZSBcKEwwDw==&rs=AOn4CLCv4LpQsYKdAU4fYPujrIxxYIXTHA","0:39","Jan 3, 2024","needs_review","https://www.youtube.com/shorts/t9iZ24cEfmE","shorts","false"
"гильотина #упражнения #грудные #здоровье #зож #фитнес #мотивация #бодибилдинг","гильотина","https://www.youtube.com/watch?v=VlDt6UgTRt4","VlDt6UgTRt4","https://i.ytimg.com/vi/VlDt6UgTRt4/maxres2.jpg?sqp=-oaymwEoCIAKENAF8quKqQMcGADwAQH4Ac4FgAKACooCDAgAEAEYYyBjKGMwDw==&rs=AOn4CLCPkMGB-hqFCLqOpdWce8IjAXdpyg","0:59","Apr 22, 2023","needs_review","https://www.youtube.com/shorts/VlDt6UgTRt4","shorts","true"
"Главное - вовремя подкрепиться!","Главное - вовремя подкрепиться!","https://www.youtube.com/watch?v=tahb1fLGbLI","tahb1fLGbLI","https://i.ytimg.com/vi/tahb1fLGbLI/maxres2.jpg?sqp=-oaymwEoCIAKENAF8quKqQMcGADwAQH4AbYIgAKAD4oCDAgAEAEYZSBeKFYwDw==&rs=AOn4CLCg94rbsqJgEthkGKf4zFBNtDEKog","0:21","Jan 16, 2024","needs_review","https://www.youtube.com/shorts/tahb1fLGbLI","shorts","false"
"ГОДНЫЙ ЛАЙФХАК #тренер #здоровье #фитнес #похудение #юмор","ГОДНЫЙ ЛАЙФХАК","https://www.youtube.com/watch?v=pD6RIl9M81k","pD6RIl9M81k","https://i.ytimg.com/vi/pD6RIl9M81k/maxres2.jpg?sqp=-oaymwEoCIAKENAF8quKqQMcGADwAQH4AbYIgAKAD4oCDAgAEAEYZSBQKEwwDw==&rs=AOn4CLC2H1aBbEGI3Evogeab2MCY5LxZDw","0:13","Aug 3, 2024","needs_review","https://www.youtube.com/shorts/pD6RIl9M81k","shorts","false"
"Головная боль может начаться с колена.","Головная боль может начаться с колена.","https://www.youtube.com/watch?v=p5f1TKFFLBI","p5f1TKFFLBI","https://i.ytimg.com/vi/p5f1TKFFLBI/maxres2.jpg?sqp=-oaymwEoCIAKENAF8quKqQMcGADwAQH4Ac4FgAKACooCDAgAEAEYZSBYKEwwDw==&rs=AOn4CLB0rJahmVaBRAWVWWpTm9BOY_b-Mw","0:48","Jan 5, 2024","needs_review","https://www.youtube.com/shorts/p5f1TKFFLBI","shorts","false"
"Готовьтесь заранее ребята #юмор #тренер #питание #нутрициология #этидни","Готовьтесь заранее ребята","https://www.youtube.com/watch?v=0Uhm--T3hxs","0Uhm--T3hxs","https://i.ytimg.com/vi/0Uhm--T3hxs/maxres2.jpg?sqp=-oaymwEoCIAKENAF8quKqQMcGADwAQH4AbYIgAKAD4oCDAgAEAEYZSBcKFIwDw==&rs=AOn4CLAEed23x3DBrCc0pDm-yF0iwBkkAQ","0:18","Mar 25, 2024","needs_review","https://www.youtube.com/shorts/0Uhm--T3hxs","shorts","false"
